id,recipeName,totalTimeInSeconds,course,cuisine,ingredients,link
734,Aromatic Beef Curry,1800,Main Dishes,Indian,"Ghee,Beef,Onion,Garlic,Cumin,Coriander,Turmeric,Pepper,Chili,Ginger,Clove,Cardamom,Cinnamon,Tomato,Yogurt,Vinegar,Salt,Sugar",https://www.google.com/search?q=Aromatic+Beef+Curry+site:yummly.com
735,Onion Chutney,1500,Condiments and Sauces,Indian,"Cooking Oil,Cumin,Mustard,Chili,Onion,Chili,Salt,Lemon,Sugar",https://www.google.com/search?q=Onion+Chutney+site:yummly.com
736,Indian Roasted Red Lentil Soup,5100,Soups,Indian,"Ginger,Pepper,Curry,Cumin,Cumin,Sesame,Cooking Oil,Mustard,Onion,Celery,Garlic,Lentils,Water,Tomato,Carrot,Broth,Salt",https://www.google.com/search?q=Indian+Roasted+Red+Lentil+Soup+site:yummly.com
737,Indian Tandoori Style Chicken,3900,Main Dishes,Indian,"Yogurt,Lime,Salt,Chili,Coriander,Turmeric,Ginger,Cumin,Pepper,Garlic,Clove ,Cinnamon,Cooking Oil,Chicken",https://www.google.com/search?q=Indian+Tandoori+Style+Chicken+site:yummly.com
738,Halibut with Indian spices,4560,Main Dishes,Indian,"Cumin,Coriander,Fennel,Clove,Turmeric,Chili,Fish,Mustard",https://www.google.com/search?q=Halibut+with+Indian+spices+site:yummly.com
739,Pineapple Lassi,900,Beverages,Indian,"Vanilla,Yogurt,Pineapple,Coconut,Ginger,Water",https://www.google.com/search?q=Pineapple+Lassi+site:yummly.com
740,Indian Quick Chicken Curry,2100,Main Dishes,Indian,"Salt,Pepper,Flour,Raisin,Cooking Oil,Chicken,Curry,Onion,Chicken Stock,Yogurt,Tomato,Coriander,Garlic",https://www.google.com/search?q=Indian+Quick+Chicken+Curry+site:yummly.com
741,Indian Crock Pot Chicken Vindaloo,3300,Main Dishes,Indian,"Garlic,Vinegar,Curry,Ginger,Cardamom,Cumin,Pepper,Clove ,Cooking Oil,Mustard,Cinnamon,Tomato,Chicken,Onion,Parsley",https://www.google.com/search?q=Indian+Crock+Pot+Chicken+Vindaloo+site:yummly.com
742,Chicken Dhansak,4200,Main Dishes,Indian,"Chicken,Lentils,Onion,Ginger,Garlic,Chili,Tomato,Sweet Pepper,Cooking Oil,Ghee,Turmeric,Lemon,Sugar,Curry,Chili,Cardamom,Bay,Coriander",https://www.google.com/search?q=Chicken+Dhansak+site:yummly.com
743,Irish Soda Bread,2100,Breads,Irish,"Flour,Flour,Baking Soda,Salt,Cooking Oil,Yogurt",https://www.google.com/search?q=Irish+Soda+Bread+site:yummly.com
744,Irish Tea Time and Scones,1800,Breads,Irish,"Flour,Baking powder,Salt,Butter,Sugar,Milk",https://www.google.com/search?q=Irish+Tea+Time+and+Scones+site:yummly.com
745,Irish Beef Stew,9000,Main Dishes,Irish,"Cooking Oil,Beef,Onion,Celery,Carrot,Beef stock,Potato,Butter,Pepper,Salt",https://www.google.com/search?q=Irish+Beef+Stew+site:yummly.com
746,Irish Soda Bread,3300,Breads,Irish,"Flour,Sugar,Baking Soda,Salt,Butter,Yogurt",https://www.google.com/search?q=Irish+Soda+Bread+site:yummly.com
747,Irish Scones,1500,Breads,Irish,"Flour,Salt,Sugar,Baking powder,Butter,Egg,Milk",https://www.google.com/search?q=Irish+Scones+site:yummly.com
748,Homemade Irish Cream Ice Cream,2100,Desserts,Irish,"Egg,Sugar,Cream,Liquor,Chocolate",https://www.google.com/search?q=Homemade+Irish+Cream+Ice+Cream+site:yummly.com
749,IRISH POTATO SOUP,3000,Soups,Irish,"Potato,Onion,Flour,Butter,Salt,Pepper",https://www.google.com/search?q=IRISH+POTATO+SOUP+site:yummly.com
750,Fabulous Fried Cabbage,3000,Side Dishes,Irish,"Butter,Chicken Stock,Cabbage,Salt",https://www.google.com/search?q=Fabulous+Fried+Cabbage+site:yummly.com
751,White Whole Wheat and Oatmeal Irish Soda Bread,2700,Breads,Irish,"Flour,Oats,Baking Soda,Salt,Yogurt,Flour",https://www.google.com/search?q=White+Whole+Wheat+and+Oatmeal+Irish+Soda+Bread+site:yummly.com
752,Irish Soda Bread,3900,Breads,Irish,"Flour,Sugar,Baking Soda,Baking powder,Salt,Raisin,Yogurt",https://www.google.com/search?q=Irish+Soda+Bread+site:yummly.com
753,Irish Cabbage Soup,3600,Soups,Irish,"Onion,Potato,Carrot,Turnip,Cabbage,Broth,Water,Pepper,Bay,Mustard",https://www.google.com/search?q=Irish+Cabbage+Soup+site:yummly.com
754,Traditional Irish Soda Bread,1800,Breads,Irish,"Flour,Baking Soda,Salt,Yogurt",https://www.google.com/search?q=Traditional+Irish+Soda+Bread+site:yummly.com
755,Poor Irish Soup,2700,Soups,Irish,"Chicken Stock,Ham,Cabbage,Potato,Cream,Pepper,Salt",https://www.google.com/search?q=Poor+Irish+Soup+site:yummly.com
756,Irish Colcannon,2100,Side Dishes,Irish,"Potato,Cabbage,Onion,Milk,Butter,Salt,Pepper",https://www.google.com/search?q=Irish+Colcannon+site:yummly.com
757,Irish Soda Bread,5400,Breads,Irish,"Flour,Sugar,Baking powder,Salt,Baking Soda,Butter,Raisin,Yogurt,Egg",https://www.google.com/search?q=Irish+Soda+Bread+site:yummly.com
758,Irish Buttermilk Soda Bread,3000,Breads,Irish,"Flour,Flour,Baking Soda,Salt,Yogurt,Egg,Honey",https://www.google.com/search?q=Irish+Buttermilk+Soda+Bread+site:yummly.com
759,Irish Soda Bread,3600,Breads,Irish,"Flour,Baking Soda,Salt,Yogurt,Raisin",https://www.google.com/search?q=Irish+Soda+Bread+site:yummly.com
760,Irish Potato Soup,3000,Soups,Irish,"Bacon,Onion,Celery,Potato,Salt,Pepper,Milk",https://www.google.com/search?q=Irish+Potato+Soup+site:yummly.com
761,Irish Potato Casserole,3000,Side Dishes,Irish,"Potato,Butter,Egg,Onion,Salt,Paprika,Milk,Cheddar Cheese",https://www.google.com/search?q=Irish+Potato+Casserole+site:yummly.com
762,Irish Beef Stew,6300,Main Dishes,Irish,"Beef,Salt,Pepper,Cooking Oil,Beer,Red Wine,Beef stock,Thyme,Bay,Ketchup,Potato,Carrot,Onion,Butter,Parsley",https://www.google.com/search?q=Irish+Beef+Stew+site:yummly.com
763,Creamy Irish Potato Soup,2700,Soups,Irish,"Butter,Onion,Celery,Chicken Broth,Pepper,Potato,Milk",https://www.google.com/search?q=Creamy+Irish+Potato+Soup+site:yummly.com
764,Wheat Irish Soda Bread,3600,Breads,Irish,"Milk,Vinegar,Flour,Flour,Baking Soda,Baking powder,Salt",https://www.google.com/search?q=Wheat+Irish+Soda+Bread+site:yummly.com
765,Irish Heritage Cabbage,1500,Side Dishes,Irish,"Bacon,Cabbage,Butter,Nutmeg,Water,Salt,Pepper,Vinegar",https://www.google.com/search?q=Irish+Heritage+Cabbage+site:yummly.com
766,Classic Irish Boiled Dinner,4800,Main Dishes,Irish,"Pork,Salt,Pepper,Onion,Potato,Carrot,Cabbage,Beans",https://www.google.com/search?q=Classic+Irish+Boiled+Dinner+site:yummly.com
767,Chocolate Stout Cake,5400,Desserts,Irish,"Beer,Apriplums,Butter,Chocolate,Flour,Cinnamon,Baking Soda,Salt,Egg,Sugar,Vanilla",https://www.google.com/search?q=Chocolate+Stout+Cake+site:yummly.com
768,Irish Soda Bread,3900,Breads,Irish,"Flour,Baking Soda,Salt,Yogurt,Raisin",https://www.google.com/search?q=Irish+Soda+Bread+site:yummly.com
769,Bushmills Irish Buck,900,Beverages,Irish,"Whisky,Lime,Beer",https://www.google.com/search?q=Bushmills+Irish+Buck+site:yummly.com
770,Irish Soda Bread Biscuits,1500,Breads,Irish,"Flour,Sugar,Salt,Baking Soda,Butter,Raisin,Yogurt",https://www.google.com/search?q=Irish+Soda+Bread+Biscuits+site:yummly.com
771,Irish Cream Chocolate Mousse,17100,Desserts,Irish,"Egg,Sugar,Cream,Liquor,Chocolate",https://www.google.com/search?q=Irish+Cream+Chocolate+Mousse+site:yummly.com
772,Traditional Irish Soda Bread,3300,Breads,Irish,"Flour,Baking Soda,Salt,Yogurt",https://www.google.com/search?q=Traditional+Irish+Soda+Bread+site:yummly.com
773,Perfectly Moist Irish Wheaten Bread,4500,Breads,Irish,"Flour,Flour,Salt,Baking Soda,Sugar,Butter,Yogurt,Cooking Oil",https://www.google.com/search?q=Perfectly+Moist+Irish+Wheaten+Bread+site:yummly.com
774,Whole Wheat Irish Soda Bread Muffins,2400,Breads,Irish,"Cooking Oil,Flour,Flour,Baking powder,Baking Soda,Salt,Butter,Yogurt,Honey,Egg,Raisin",https://www.google.com/search?q=Whole+Wheat+Irish+Soda+Bread+Muffins+site:yummly.com
775,Irish Chicken Pot Pie,5100,Main Dishes,Irish,"Carrot,Potato,Celery,Mushroom,Onion,Parsley,Chicken,Cooking Oil,Butter,Salt,Flour,Chicken Stock,Chicken Stock,Pepper,Pepper,Cream,Sourdough,Butter",https://www.google.com/search?q=Irish+Chicken+Pot+Pie+site:yummly.com
776,Irish Colcannon,1500,Side Dishes,Irish,"Potato,Butter,Milk,Salt,Pepper,Cabbage",https://www.google.com/search?q=Irish+Colcannon+site:yummly.com
777,Irish Soda Bread,3900,Breads,Irish,"Flour,Baking Soda,Salt,Sugar,Butter,Currant,Yogurt",https://www.google.com/search?q=Irish+Soda+Bread+site:yummly.com
778,Bittersweet Chocolate and Stout Beer Ice Cream,19200,Desserts,Irish,"Cream,Chocolate,Sugar,Beer",https://www.google.com/search?q=Bittersweet+Chocolate+and+Stout+Beer+Ice+Cream+site:yummly.com
779,Irish Soda Bread with Dill,3000,Breads,Irish,"Flour,Flour,Sugar,Baking Soda,Salt,Dill,Yogurt",https://www.google.com/search?q=Irish+Soda+Bread+with+Dill+site:yummly.com
780,Sweet Irish Soda Bread,5400,Breads,Irish,"Flour,Sugar,Baking powder,Salt,Baking Soda,Butter,Raisin,Yogurt,Cream,Egg",https://www.google.com/search?q=Sweet+Irish+Soda+Bread+site:yummly.com
781,Irish Beef Stew,8100,Main Dishes,Irish,"Cooking Oil,Beef,Salt,Pepper,Garlic,Onion,Carrot,Tomato,Beef stock,Beer,Parsley,Thyme,Butter,Flour,Peas",https://www.google.com/search?q=Irish+Beef+Stew+site:yummly.com
782,Irish Soda Bread with Walnuts,5400,Breads,Irish,"Cooking Oil,Walnut,Flour,Sugar,Baking Soda,Salt,Yogurt",https://www.google.com/search?q=Irish+Soda+Bread+with+Walnuts+site:yummly.com
783,Irish Soda Bread,4500,Breads,Irish,"Yogurt,Flour,Sugar,Baking Soda,Salt",https://www.google.com/search?q=Irish+Soda+Bread+site:yummly.com
784,A modern twist on the tradition Irish bread pudding,4800,Desserts,Irish,"Cinnamon,Bread,Egg,Milk,Sugar,Brandy,Cinnamon,Ginger,Raisin,Cooking Oil",https://www.google.com/search?q=A+modern+twist+on+the+tradition+Irish+bread+pudding+site:yummly.com
785,Irish Brown Soda Bread,3300,Breads,Irish,"Flour,Flour,Oats,Baking Soda,Salt,Yogurt",https://www.google.com/search?q=Irish+Brown+Soda+Bread+site:yummly.com
786,Colcannon Irish Potatoes,1500,Side Dishes,Irish,"Potato,Cabbage,Onion,Butter,Salt,Pepper",https://www.google.com/search?q=Colcannon+Irish+Potatoes+site:yummly.com
787,Irish Soda Bread,3300,Breads,Irish,"Flour,Sugar,Salt,Baking Soda,Butter,Currant,Egg,Yogurt",https://www.google.com/search?q=Irish+Soda+Bread+site:yummly.com
788,Irish Soda Bread,3600,Breads,Irish,"Flour,Sugar,Salt,Baking Soda,Butter,Raisin,Egg,Yogurt",https://www.google.com/search?q=Irish+Soda+Bread+site:yummly.com
789,Mashed Potatoes with Herbs,4500,Side Dishes,Irish,"Milk,Parsley,Chive,Potato,Salt,Butter",https://www.google.com/search?q=Mashed+Potatoes+with+Herbs+site:yummly.com
790,Irish Bacon And Cabbage Soup,2700,Soups,Irish,"Bacon,Potato,Tomato,Chicken Stock,Salt,Pepper,Cabbage",https://www.google.com/search?q=Irish+Bacon+And+Cabbage+Soup+site:yummly.com
791,Italian Pasta In Red And White Sauce,2400,Main Dishes,Italian,"Milk,Pasta,Tomato,Pepper,Garlic,Onion,Sweet Pepper,Green zucchini,Tomato,Basil,Cheese,Oregano,Celery,Salt",https://www.google.com/search?q=Italian+Pasta+In+Red+And+White+Sauce+site:yummly.com
792,Tuscan Soup,3000,Soups,Italian,"Cooking Oil,Garlic,Onion,Carrot,Celery,Tomato,Chicken Stock,Beans,Kale,Pasta,Salt,Pepper,Parmesan Cheese",https://www.google.com/search?q=Tuscan+Soup+site:yummly.com
793,Easy Italian Pasta Bake,3000,Main Dishes,Italian,"Beef,Onion,Tomato,Water,Basil,Oregano,Garlic,Salt,Pasta,Cheese",https://www.google.com/search?q=Easy+Italian+Pasta+Bake+site:yummly.com
794,Stuffed Peppers with Ricotta and Italian Meat,4500,Main Dishes,Italian,"Sweet Pepper,Ricotta Cheese,Egg,Cheese,Meat,Garlic,Turnip,White Wine,Parsley",https://www.google.com/search?q=Stuffed+Peppers+with+Ricotta+and+Italian+Meat+site:yummly.com
795,Italian Dinner Soup,1800,Soups,Italian,"Meat,Chicken Stock,Beef stock,Tomato,Pasta,Spinach,Basil,Parmesan Cheese",https://www.google.com/search?q=Italian+Dinner+Soup+site:yummly.com
796,Marinara Sauce,1500,Condiments and Sauces,Italian,"Cooking Oil,Garlic,Tomato,Pepper,Salt,Oregano,Pepper,Basil",https://www.google.com/search?q=Marinara+Sauce+site:yummly.com
797,Spaghetti Alla Marinara,3000,Main Dishes,Italian,"Cooking Oil,Garlic,Onion,Basil,Tomato,Basil,Pasta",https://www.google.com/search?q=Spaghetti+Alla+Marinara+site:yummly.com
798,Simple Italian Omelet,900,Breakfast and Brunch,Italian,"Cooking Oil,Egg,Goat Cheese,Chive,Salt,Pepper",https://www.google.com/search?q=Simple+Italian+Omelet+site:yummly.com
799,Italian Chicken Noodle Soup,3600,Soups,Italian,"Cooking Oil,Celery,Onion,Sweet Pepper,Green zucchini,Chili,Garlic,Tomato,Chicken Broth,Chicken,Oregano,Salt,Pepper,Chili,Pasta,Parsley,Cream,Parmesan Cheese",https://www.google.com/search?q=Italian+Chicken+Noodle+Soup+site:yummly.com
800,Easy Italian Tilapia Parmesan,1200,Main Dishes,Italian,"Parmesan Cheese,Salt,Pepper,Fish,Cooking Oil,Parsley,Paprika",https://www.google.com/search?q=Easy+Italian+Tilapia+Parmesan+site:yummly.com
801,Spaghetti alla Puttanesca,2400,Main Dishes,Italian,"Cooking Oil,Chili,Onion,Clove,Anchovy,Capers,Olive,Tomato,Salt,Pepper,Pasta,Parsley,Cheese",https://www.google.com/search?q=Spaghetti+alla+Puttanesca+site:yummly.com
802,Italian Meat Soup,5400,Soups,Italian,"Meat,Onion,Carrot,Celery,Chicken Stock,Tomato,Tomato,Garlic,Oregano,Rosemary,Basil,Thyme,Fennel",https://www.google.com/search?q=Italian+Meat+Soup+site:yummly.com
803,Italian Meat Pasta,2700,Main Dishes,Italian,"Cooking Oil,Meat,Onion,Garlic,White Wine,Tomato,Pasta,Arugula,Parmesan Cheese",https://www.google.com/search?q=Italian+Meat+Pasta+site:yummly.com
804,Italian Vegan Garbanzo Bean Soup,1800,Soups,Italian,"Cooking Oil,Onion,Garlic,Carrot,Celery,Fennel,Beans,Tomato,Broth,Tomato,Spinach,Oregano,Thyme,Parsley,Salt,Pepper",https://www.google.com/search?q=Italian+Vegan+Garbanzo+Bean+Soup+site:yummly.com
805,Spaghetti alla Carbonara,1800,Main Dishes,Italian,"Pasta,Ham,Cooking Oil,Garlic,White Wine,Egg,Parmesan Cheese,Water,Parsley,Salt,Pepper",https://www.google.com/search?q=Spaghetti+alla+Carbonara+site:yummly.com
806,Italian Grilled Cheese Bites,1800,Lunch and Snacks,Italian,"Bread,Mozzarella Cheese,Cheese,Parmesan Cheese,Basil,Butter,Tomato",https://www.google.com/search?q=Italian+Grilled+Cheese+Bites+site:yummly.com
807,Italian Ricotta Cheesecake,4500,Desserts,Italian,"Butter,Ricotta Cheese,Sugar,Egg,Lemon,Vanilla,Liquor",https://www.google.com/search?q=Italian+Ricotta+Cheesecake+site:yummly.com
808,Spicy Italian Meat and Peppers Pizza,2400,Main Dishes,Italian,"Cooking Oil,Meat,Garlic,Onion,Sweet Pepper,Sweet Pepper,Oregano,White Wine,Sourdough,Tomato,Parmesan Cheese",https://www.google.com/search?q=Spicy+Italian+Meat+and+Peppers+Pizza+site:yummly.com
809,Spinach and Ricotta Lazy Lasagna,4200,Main Dishes,Italian,"Pasta,Cooking Oil,Cooking Oil,Garlic,Spinach,Ricotta Cheese,Egg,Nutmeg,Pepper,Salt,Parmesan Cheese,Tomato,Mozzarella Cheese",https://www.google.com/search?q=Spinach+and+Ricotta+Lazy+Lasagna+site:yummly.com
810,Chicken Mozzarella Pasta,1800,Main Dishes,Italian,"Pasta,Cooking Oil,Chicken,Pepper,Salt,Onion,Garlic,Tomato,Pepper,Water,Parsley,Mozzarella Cheese,Parmesan Cheese,Basil",https://www.google.com/search?q=Chicken+Mozzarella+Pasta+site:yummly.com
811,Chocolate Italian Sponge Cake,3600,Desserts,Italian,"Sugar,Egg,Flour,Cocoa",https://www.google.com/search?q=Chocolate+Italian+Sponge+Cake+site:yummly.com
812,Chicken Piccata,1800,Main Dishes,Italian,"Chicken,Flour,Cooking Oil,Butter,Garlic,White Wine,Chicken Stock,Capers,Lemon,Salt,Pepper,Parsley,Parmesan Cheese,Basil",https://www.google.com/search?q=Chicken+Piccata+site:yummly.com
813,A Hearty Spaghetti Bolognese,2700,Main Dishes,Italian,"Cooking Oil,Onion,Carrot,Celery,Garlic,Thyme,Oregano,Beef,Salt,Pepper,Tomato,Red Wine,Tomato,Vinegar,Pasta,Parmesan Cheese,Basil,Pepper",https://www.google.com/search?q=A+Hearty+Spaghetti+Bolognese+site:yummly.com
814,Slow Cooker Italian Wedding Soup,3300,Soups,Italian,"Turkey,Egg,Onion,Bread,Parmesan Cheese,Parsley,Garlic,Oregano,Salt,Pepper,Chicken Stock,Pasta,Spinach",https://www.google.com/search?q=Slow+Cooker+Italian+Wedding+Soup+site:yummly.com
815,Tortellini Soup,3000,Soups,Italian,"Meat,Cooking Oil,Onion,Garlic,Chicken Broth,Tomato,Tomato,Green zucchini,Carrot,Oregano,Basil,Pepper,Salt,Pasta,Spinach,Kale,Parmesan Cheese",https://www.google.com/search?q=Tortellini+Soup+site:yummly.com
816,Mushroom Risotto,1800,Side Dishes,Italian,"Mushroom,Rice,Cooking Oil,Butter,Onion,White Wine,Chicken Stock,Pepper,Salt,Parmesan Cheese,Parsley",https://www.google.com/search?q=Mushroom+Risotto+site:yummly.com
817,Spaghetti alla Carbonara,1800,Main Dishes,Italian,"Cooking Oil,Ham,Garlic,Egg,Parmesan Cheese,Pasta,Salt,Pepper",https://www.google.com/search?q=Spaghetti+alla+Carbonara+site:yummly.com
818,Gnocchi with Turkey and White Beans,1800,Main Dishes,Italian,"Cooking Oil,Turkey,Oregano,Onion,Garlic,Potato,Beans,Tomato,Spinach,Basil,Mozzarella Cheese,Parmesan Cheese,Pepper,Salt",https://www.google.com/search?q=Gnocchi+with+Turkey+and+White+Beans+site:yummly.com
819,Three Ingredient Italian Meat and Mushroom Bolognese,1800,Main Dishes,Italian,"Meat,Mushroom,Tomato,Pasta",https://www.google.com/search?q=Three+Ingredient+Italian+Meat+and+Mushroom+Bolognese+site:yummly.com
820,Baked Italian Meatballs,5400,Main Dishes,Italian,"Beef,Salt,Pepper,Oregano,Basil,Garlic,Egg,Bread",https://www.google.com/search?q=Baked+Italian+Meatballs+site:yummly.com
821,Italian Lentil Soup,3900,Soups,Italian,"Chicken Stock,Water,White Wine,Tomato,Lentils,Cooking Oil,Onion,Celery,Carrot,Garlic,Parsley,Basil,Oregano,Dill,Pepper",https://www.google.com/search?q=Italian+Lentil+Soup+site:yummly.com
822,Keto Italian Omelet,900,Breakfast and Brunch,Italian,"Egg,Spinach,Mozzarella Cheese,Cooking Oil,Cream,Parmesan Cheese",https://www.google.com/search?q=Keto+Italian+Omelet+site:yummly.com
823,Creamy Zoodles alla Carbonara,1500,Main Dishes,Italian,"Green zucchini,Butter,Ham,Garlic,Cream,Egg,Parmesan Cheese,Pepper,Salt,Parsley",https://www.google.com/search?q=Creamy+Zoodles+alla+Carbonara+site:yummly.com
824,SPAGHETTI CARBONARA,2100,Main Dishes,Italian,"Egg,Pasta,Ham,Cheese,Cooking Oil,Pepper",https://www.google.com/search?q=SPAGHETTI+CARBONARA+site:yummly.com
825,Simple Italian Pasta Bake,3600,Main Dishes,Italian,"Beef,Pasta,Garlic,Parmesan Cheese,Mozzarella Cheese",https://www.google.com/search?q=Simple+Italian+Pasta+Bake+site:yummly.com
826,Easy Skillet Lasagna,2400,Main Dishes,Italian,"Cooking Oil,Onion,Garlic,Parsley,Basil,Salt,Pepper,Pepper,Beef,Noodles,Tomato,Tomato,Ricotta Cheese,Mozzarella Cheese,Basil",https://www.google.com/search?q=Easy+Skillet+Lasagna+site:yummly.com
827,Lemon Risotto with Asparagus,2400,Main Dishes,Italian,"Chicken Stock,Cooking Oil,Onion,Rice,White Wine,Asparagus,Peas,Lemon,Cheese,Pepper,Salt",https://www.google.com/search?q=Lemon+Risotto+with+Asparagus+site:yummly.com
828,Spaghetti Sauce,4800,Main Dishes,Italian,"Beef,Cooking Oil,Onion,Sweet Pepper,Garlic,White Wine,Tomato,Tomato,Tomato,Oregano,Thyme,Bay,Sugar,Salt,Pepper,Parsley,Parmesan Cheese,Parmesan Cheese,Pasta,Parsley",https://www.google.com/search?q=Spaghetti+Sauce+site:yummly.com
829,Gnocchi Bolognese,1800,Main Dishes,Italian,"Potato,Flour,Salt,Pork,Garlic,Oregano,Chili,Red Wine,Tomato,Pepper,Basil,Milk,Cinnamon,Parmesan Cheese",https://www.google.com/search?q=Gnocchi+Bolognese+site:yummly.com
830,Manicotti,3600,Main Dishes,Italian,"Pasta,Ricotta Cheese,Mozzarella Cheese,Parmesan Cheese,Garlic,Basil,Salt,Pepper,Nutmeg,Egg,Tomato",https://www.google.com/search?q=Manicotti+site:yummly.com
831,Lasagna Soup,3600,Soups,Italian,"Cooking Oil,Meat,Onion,Garlic,Chili,Fennel,Chicken Stock,Tomato,Tomato,Oregano,Bay,Salt,Pepper,Pasta,Ricotta Cheese,Parmesan Cheese,Mozzarella Cheese,Basil",https://www.google.com/search?q=Lasagna+Soup+site:yummly.com
832,Italian Bread,5700,Breads,Italian,"Yeast,Sugar,Water,Flour,Cooking Oil,Salt",https://www.google.com/search?q=Italian+Bread+site:yummly.com
833,Vegetarian Baked Ziti,2700,Main Dishes,Italian,"Butter,Cooking Oil,Onion,Salt,Pepper,Mushroom,Garlic,Oregano,Basil,Red Wine,Pasta,Tomato,Mozzarella Cheese,Ricotta Cheese,Parmesan Cheese",https://www.google.com/search?q=Vegetarian+Baked+Ziti+site:yummly.com
834,Baked Caprese Ravioli,2700,Main Dishes,Italian,"Cooking Oil,Garlic,Tomato,Chili,Salt,Basil,Pasta,Mozzarella Cheese,Parmesan Cheese",https://www.google.com/search?q=Baked+Caprese+Ravioli+site:yummly.com
835,Creamy Tomato Parmesan Linguine with Peas and Prosciutto,1800,Main Dishes,Italian,"Pasta,Salt,Cooking Oil,Garlic,Onion,Tomato,Pepper,Chili,Butter,Peas,Cream,Ham,Cheese,Parsley",https://www.google.com/search?q=Creamy+Tomato+Parmesan+Linguine+with+Peas+and+Prosciutto+site:yummly.com
836,Cheesy Skillet Rigatoni,2400,Main Dishes,Italian,"Pasta,Cooking Oil,Ham,Onion,Mushroom,White Wine,Tomato,Pepper,Basil,Oregano,Salt,Ricotta Cheese,Spinach,Mozzarella Cheese",https://www.google.com/search?q=Cheesy+Skillet+Rigatoni+site:yummly.com
837,Classic Italian Spaghetti Carbonara In A Crockpot,3300,Main Dishes,Italian,"Chicken,Onion,Garlic,Chicken Stock,Chicken Stock,Cream,Pasta",https://www.google.com/search?q=Classic+Italian+Spaghetti+Carbonara+In+A+Crockpot+site:yummly.com
838,Meat Gnocchi with Tomato Alfredo Sauce,1800,Main Dishes,Italian,"Cooking Oil,Meat,Onion,Garlic,Cream,Tomato,Basil,Pepper,Salt,Potato,Flour,Parmesan Cheese",https://www.google.com/search?q=Meat+Gnocchi+with+Tomato+Alfredo+Sauce+site:yummly.com
839,Fettucini Bolognese,6300,Main Dishes,Italian,"Cooking Oil,Onion,Carrot,Celery,Garlic,Beef,Ham,Salt,Pepper,Red Wine,Beef stock,Tomato,Oregano,Milk,Pasta,Cheese,Basil",https://www.google.com/search?q=Fettucini+Bolognese+site:yummly.com
840,Spaghetti with Lemony Anchovy Sauce,1800,Main Dishes,Italian,"Pasta,Butter,Anchovy,Pepper,Parmesan Cheese,Lemon,Basil",https://www.google.com/search?q=Spaghetti+with+Lemony+Anchovy+Sauce+site:yummly.com
841,Spaghetti alla Carbonara,1200,Main Dishes,Italian,"Bacon,Cream,Egg,Pepper,Salt,Pasta,Parmesan Cheese,Basil",https://www.google.com/search?q=Spaghetti+alla+Carbonara+site:yummly.com
842,Garlic Spaghetti,900,Main Dishes,Italian,"Pasta,Cooking Oil,Bread,Garlic,Oregano,Parsley,Parmesan Cheese,Lemon",https://www.google.com/search?q=Garlic+Spaghetti+site:yummly.com
843,Skinny Italian Turkey Meatballs,3300,Main Dishes,Italian,"Turkey,Bread,Cheese,Parsley,Egg,Garlic,Salt,Cooking Oil,Tomato,Onion,Bay,Oregano,Basil,Salt,Pepper",https://www.google.com/search?q=Skinny+Italian+Turkey+Meatballs+site:yummly.com
844,Mushroom Risotto,2100,Side Dishes,Italian,"Butter,Thyme,Mushroom,Salt,Pepper,Rice,Chicken Broth,Garlic,Parmesan Cheese",https://www.google.com/search?q=Mushroom+Risotto+site:yummly.com
845,Italian Baked Pasta,4800,Main Dishes,Italian,"Pasta,Tomato,Parmesan Cheese,Ricotta Cheese,Mozzarella Cheese",https://www.google.com/search?q=Italian+Baked+Pasta+site:yummly.com
846,Spicy Meat Fettuccine with Basil and Parmesan,2400,Main Dishes,Italian,"Cooking Oil,Onion,Meat,Tomato,Garlic,Pasta,Basil,Parmesan Cheese",https://www.google.com/search?q=Spicy+Meat+Fettuccine+with+Basil+and+Parmesan+site:yummly.com
847,Broiled Bruschetta,900,Appetizers,Italian,"Tomato,Basil,Garlic,Cooking Oil,Pepper,Salt,Bread,Mozzarella Cheese",https://www.google.com/search?q=Broiled+Bruschetta+site:yummly.com
848,Garlic Butter Sauce I,1200,Condiments and Sauces,Italian,"Butter,Garlic,Basil,Oregano",https://www.google.com/search?q=Garlic+Butter+Sauce+I+site:yummly.com
849,Pasta Puttanesca,2100,Main Dishes,Italian,"Pasta,Cooking Oil,Onion,Tomato,Chicken Stock,Garlic,Anchovy,Olive,Basil,Parmesan Cheese",https://www.google.com/search?q=Pasta+Puttanesca+site:yummly.com
850,Italian Rice Balls,5100,Side Dishes,Italian,"Pepper,Salt,Egg,Parmesan Cheese,Basil,Rice,Bread,Chicken Broth,Cooking Oil,Mozzarella Cheese",https://www.google.com/search?q=Italian+Rice+Balls+site:yummly.com
851,Chocolate Panna Cotta,2400,Desserts,Italian,"Cream,Gelatin,Cheese,Sugar,Salt,Chocolate",https://www.google.com/search?q=Chocolate+Panna+Cotta+site:yummly.com
852,Prosciutto and Ricotta Crostini with Honey,1200,Appetizers,Italian,"Bread,Cooking Oil,Ricotta Cheese,Ham,Arugula,Honey",https://www.google.com/search?q=Prosciutto+and+Ricotta+Crostini+with+Honey+site:yummly.com
853,Basic Pesto,300,Condiments and Sauces,Italian,"Basil,Nuts,Garlic,Cooking Oil,Cheese",https://www.google.com/search?q=Basic+Pesto+site:yummly.com
