Ingredient1,Ingredient2,Number of Shared Flavor Compounds
Spinach,Mustard,100
Spinach,Bread,99
Spinach,Coconut,99
Spinach,Red Currant,99
Spinach,Litchi,99
Spinach,Tamarind,99
Spinach,Blueberry,99
Spinach,Lemon,99
Spinach,Mandarin Orange,99
Spinach,Leek,99
Spinach,Radish,99
Spinach,Beetroot,99
Spinach,Parsnip,99
Spinach,Chard,99
Spinach,Eggplant,99
Spinach,Red Raspberry,99
Spinach,Kumquat,98
Spinach,Lime,98
Spinach,Garlic,98
Spinach,Almond,98
Spinach,Brazil Nut,98
Spinach,Cardamom,98
Spinach,Pepper,98
Spinach,Okra,98
Spinach,Peppermint,98
Spinach,Brussels Sprout,98
Spinach,Turnip,98
Spinach,Sweet Potato,98
Spinach,French Plantain,98
Spinach,Green zucchini,98
Spinach,Artichoke,97
Spinach,Blackberry,97
Spinach,Vanilla,97
Spinach,Lemon Balm,97
Spinach,Rhubarb,97
Spinach,Rosemary,97
Spinach,Thyme,97
Spinach,Chicory,97
Spinach,Pine,97
Spinach,Rye,97
Spinach,Clove,97
Spinach,Cashew nut,97
Spinach,Shiitake,97
Spinach,Yellow Zucchini,97
Spinach,Kelp,96
Spinach,Dates,96
Spinach,Cherry,96
Spinach,Fennel,96
Spinach,Mint,96
Spinach,Hazelnut,96
Spinach,Macadamia Nut,96
Spinach,Watercress,96
Spinach,Cinnamon,96
Spinach,Nutmeg,96
Spinach,Chive,96
Spinach,Onion,96
Spinach,Horseradish,96
Spinach,Allspice,96
Spinach,Pistachio,96
Spinach,Pak Choy,96
Spinach,Ginkgo Nuts,96
Spinach,Cucurbita,96
Spinach,Lemon Grass,95
Spinach,Jackfruit,95
Spinach,Sage,95
Spinach,Anise,95
Spinach,Saffron,95
Spinach,Shallot,95
Spinach,Carom Seed,95
Spinach,Redskin Onion,95
Spinach,Chickpea,95
Spinach,Lentils,95
Spinach,Millet,95
Spinach,Sorrel,95
Spinach,Pasta,95
Spinach,Biscuit,95
Spinach,Bamboo Shoots,95
Spinach,Groundcherry,95
Spinach,Jerusalem Artichoke,95
Spinach,Kale,95
Spinach,Chanterelle,95
Spinach,Durian,94
Spinach,Cornmint,94
Spinach,Tarragon,94
Spinach,Cumin,94
Spinach,Turmeric,94
Spinach,Capers,94
Spinach,Chestnut,94
Spinach,Pummelo,94
Spinach,Winter Savory,94
Spinach,Sorghum,94
Spinach,Welsh Onion,94
Spinach,Rapini,94
Spinach,Chia,94
Spinach,Quinoa,94
Spinach,Spelt,94
Spinach,Enokitake,94
Spinach,Oyster Mushroom,94
Spinach,Maitake,94
Spinach,Red Algae,94
Spinach,Kombu,94
Spinach,Mixed Nuts,94
Spinach,Chamomile,93
Spinach,Star Anise,93
Spinach,Wasabi,93
Spinach,Swamp Cabbage,93
Spinach,Mexican Oregano,93
Spinach,Black Raspberry,93
Spinach,Cherry Tomato,93
Spinach,Longan,93
Spinach,Rambutan,93
Spinach,Hard Wheat,93
Spinach,Abalone,93
Spinach,Acorn,93
Spinach,Agar,93
Spinach,Atlantic Herring,93
Spinach,Butternut Squash,93
Spinach,Cardoon,93
Spinach,Corn Salad,93
Spinach,Catjang Pea,93
Spinach,Squashberry,93
Spinach,Pili Nut,93
Spinach,Prairie Turnip,93
Spinach,Spirulina,93
Spinach,Taro,93
Spinach,Wild Rice,93
Spinach,Purple Laver,93
Spinach,Cloud Ear Fungus,93
Spinach,Agave,93
Spinach,Mulberry,92
Spinach,Ginseng,92
Spinach,Red Rice,92
Spinach,Pineappple Sage,92
Spinach,Sourdough,92
Spinach,Greenthread Tea,92
Spinach,Beer,51
Spinach,Coffee,39
Spinach,Wine,37
Spinach,Sherry,32
Spinach,White Wine,32
Spinach,Butter,32
Spinach,Red Wine,29
Spinach,Milk,29
Spinach,Rum,28
Spinach,Cheddar Cheese,28
Spinach,Cheese,27
Spinach,Camembert Cheese,27
Spinach,Gruyere Cheese,27
Spinach,Parmesan Cheese,27
Spinach,Russian Cheese,27
Spinach,Swiss Cheese,27
Spinach,Blue Cheese,25
Spinach,Champagne,24
Spinach,Rose Wine,24
Spinach,Malt,24
Spinach,Comte Cheese,24
Spinach,Cottage Cheese,24
Spinach,Cream Cheese,24
Spinach,Limburger Cheese,24
Spinach,Provolone Cheese,24
Spinach,Domiati Cheese,23
Spinach,Emmental Cheese,23
Spinach,Feta Cheese,23
Spinach,Goat Cheese,23
Spinach,Mozzarella Cheese,23
Spinach,Munster Cheese,23
Spinach,Romano Cheese,23
Spinach,Roquefort Cheese,23
Spinach,Sheep Cheese,23
Spinach,Pork,23
Spinach,Egg,22
Spinach,Chicken,21
Spinach,Beef,19
Spinach,Vinegar,19
Spinach,Shrimp,18
Spinach,Whisky,17
Spinach,Ricotta Cheese,17
Spinach,Clam,16
Spinach,Meat,16
Spinach,Filbert,16
Spinach,Honey,16
Spinach,Mate,15
Spinach,Clary Sage,15
Spinach,Scallop,15
Spinach,Corn Oil,14
Spinach,Citrus Peel Oil,14
Spinach,Crab,14
Spinach,Drumstick Leaf,14
Spinach,Oyster,13
Spinach,Citronella,12
Spinach,Basmati Rice,12
Spinach,Cider,11
Spinach,Popcorn,11
Spinach,Yogurt,11
Spinach,Crayfish,11
Spinach,Turkey Berry,11
Spinach,Brandy,10
Spinach,Sweetcorn,10
Spinach,Soya sauce,10
Spinach,Liqourice,9
Spinach,Hot Chocolate,9
Spinach,Tofu,9
Spinach,Soy Milk,9
Spinach,Gin,8
Spinach,Black Tea,8
Spinach,Squid,8
Spinach,Lavendar,8
Spinach,Bitter Orange,8
Spinach,Truffle,8
Spinach,Turkey,8
Spinach,Miso,8
Spinach,Sake,7
Spinach,Buttermilk,7
Spinach,Rose,7
Spinach,Raisin,7
Spinach,Spirit,7
Spinach,Green Tea,6
Spinach,Currant,6
Spinach,White Currant,6
Spinach,Peanut Oil,6
Spinach,Chocolate,6
Spinach,Soy Yogurt,6
Spinach,Eucalyptus,5
Spinach,Mentha Oil,5
Spinach,Orange Oil,5
Spinach,Lobster,5
Spinach,Codfish,5
Spinach,Plumcot,5
Spinach,Greylag Goose,5
Spinach,Rabbit,5
Spinach,Cream,5
Spinach,Sugar,5
Spinach,Semolina,5
Spinach,Ketchup,5
Spinach,Tangerine,4
Spinach,Nuts,4
Spinach,Mace,4
Spinach,Bison,4
Spinach,Greenland Halibut,4
Spinach,Haddock,4
Spinach,Rainbow Trout,4
Spinach,Deer,4
Spinach,Catfish,4
Spinach,Vodka,4
Spinach,Salt,4
Spinach,Water,4
Spinach,Syrup,4
Spinach,Cocoa Butter,4
Spinach,Tortilla Chip,4
Spinach,Cooking Oil,4
Spinach,Focaccia,4
Spinach,Corn Grits,4
Spinach,Lemon Peel Oil,3
Spinach,Mandarin Orange Peel Oil,3
Spinach,Red Sage,3
Spinach,Jasmine,3
Spinach,Lamb,3
Spinach,Myrtle,3
Spinach,White Pepper,3
Spinach,Wild Boar,3
Spinach,Buffalo,3
Spinach,Mallard Duck,3
Spinach,Pacific Rockfish,3
Spinach,European Rabbit,3
Spinach,Sardine,3
Spinach,Tuna,3
Spinach,Pollock,3
Spinach,Quail,3
Spinach,Anchovy,3
Spinach,Vermouth,3
Spinach,Casein,3
Spinach,Marshmallow,3
Spinach,Gelatin,3
Spinach,Kefir,3
Spinach,Bulgur,3
Spinach,Flour,3
Spinach,Lime Peel Oil,2
Spinach,Ham,2
Spinach,Peanut Butter,2
Spinach,Caraway,2
Spinach,Cherry Pepper,2
Spinach,Arabica Coffee,2
Spinach,Atlantic Mackerel,2
Spinach,Striped Bass,2
Spinach,Mule Deer,2
Spinach,Snapper,2
Spinach,Heart Of Palm,2
Spinach,Hibiscus Tea,2
Spinach,Morchella,2
Spinach,Evaporated Milk,2
Spinach,Cornbread,2
Spinach,Condensed Milk,2
Spinach,Grapefruit Peel Oil,1
Spinach,Salmon,1
Spinach,Wild Cherry,1
Spinach,Bergamot,1
Spinach,Anise Hyssop,1
Spinach,Apple Cider Vinegar,1
Star Anise,Ginger,133
Star Anise,Basil,131
Star Anise,Rosemary,131
Star Anise,Dill,128
Star Anise,Nutmeg,128
Star Anise,Cinnamon,127
Star Anise,Oregano,127
Star Anise,Cumin,126
Star Anise,Orange,124
Star Anise,Lemon,124
Star Anise,Carom Seed,124
Star Anise,Fennel,123
Star Anise,Spearmint,123
Star Anise,Mandarin Orange,122
Star Anise,Allspice,122
Star Anise,Sage,121
Star Anise,Anise,121
Star Anise,Carrot,120
Star Anise,Coriander,119
Star Anise,Celery,119
Star Anise,Lime,118
Star Anise,Cardamom,118
Star Anise,Peppermint,118
Star Anise,Lovage,117
Star Anise,Black Currant,117
Star Anise,Clove,117
Star Anise,Winter Savory,117
Star Anise,Thyme,116
Star Anise,Guava,115
Star Anise,Mint,115
Star Anise,Tea,115
Star Anise,Chamomile,114
Star Anise,Lemon Balm,114
Star Anise,Tarragon,114
Star Anise,Capsicum,114
Star Anise,Turmeric,110
Star Anise,Cornmint,109
Star Anise,Parsnip,109
Star Anise,Corn,108
Star Anise,Apricot,107
Star Anise,Tamarind,107
Star Anise,Papaya,106
Star Anise,Saffron,106
Star Anise,Tomato,106
Star Anise,Fig,104
Star Anise,Mango,104
Star Anise,Blueberry,104
Star Anise,Cranberry,104
Star Anise,Pomegranate,104
Star Anise,Pine,103
Star Anise,Safflower,103
Star Anise,Pummelo,103
Star Anise,Apple,101
Star Anise,Raspberry,101
Star Anise,Grapefruit,101
Star Anise,Potato,101
Star Anise,Lemon Grass,100
Star Anise,Pineapple,100
Star Anise,Plum,100
Star Anise,Cabbage,100
Star Anise,Red Currant,99
Star Anise,Grape,99
Star Anise,Peach,99
Star Anise,Oats,98
Star Anise,Rice,98
Star Anise,Litchi,98
Star Anise,Passionfruit,98
Star Anise,Blackberry,98
Star Anise,Strawberry,98
Star Anise,Vanilla,98
Star Anise,Cocoa,98
Star Anise,Pecans,98
Star Anise,Walnut,98
Star Anise,Canola Oil,98
Star Anise,Avocado,97
Star Anise,Kiwifruit,97
Star Anise,Starfruit,97
Star Anise,Cherry,97
Star Anise,Soybean,97
Star Anise,Mushroom,96
Star Anise,Garlic,96
Star Anise,Peas,96
Star Anise,Cashew nut,96
Star Anise,Ginkgo Nuts,96
Star Anise,Banana,95
Star Anise,Melon,95
Star Anise,Pear,95
Star Anise,Almond,95
Star Anise,Olive,95
Star Anise,Mustard,95
Star Anise,Eggplant,95
Star Anise,Lotus,95
Star Anise,Mexican Oregano,95
Star Anise,Coconut,94
Star Anise,Brazil Nut,94
Star Anise,Peanut,94
Star Anise,Hazelnut,94
Star Anise,Macadamia Nut,94
Star Anise,Chive,94
Star Anise,Lettuce,94
Star Anise,Okra,94
Star Anise,Onion,94
Star Anise,Broccoli,94
Star Anise,Brussels Sprout,94
Star Anise,Cauliflower,94
Star Anise,Horseradish,94
Star Anise,Cucumber,94
Star Anise,Beetroot,94
Star Anise,Pistachio,94
Star Anise,Red Raspberry,94
Star Anise,Wheat,94
Star Anise,Green zucchini,94
Star Anise,Cucurbita,94
Star Anise,Barley,93
Star Anise,Dates,93
Star Anise,Kumquat,93
Star Anise,Rhubarb,93
Star Anise,Chicory,93
Star Anise,Watercress,93
Star Anise,Endive,93
Star Anise,Shallot,93
Star Anise,Radish,93
Star Anise,Turnip,93
Star Anise,Sweet Potato,93
Star Anise,Asparagus,93
Star Anise,Chard,93
Star Anise,Spinach,93
Star Anise,Capers,93
Star Anise,Chestnut,93
Star Anise,Chickpea,93
Star Anise,Lentils,93
Star Anise,Black Raspberry,93
Star Anise,Sorrel,93
Star Anise,Cherry Tomato,93
Star Anise,Welsh Onion,93
Star Anise,Pak Choy,93
Star Anise,French Plantain,93
Star Anise,Yellow Zucchini,93
Star Anise,Bread,92
Star Anise,Kelp,92
Star Anise,Artichoke,92
Star Anise,Durian,92
Star Anise,Jackfruit,92
Star Anise,Pumpkin,92
Star Anise,Sesame,92
Star Anise,Rye,92
Star Anise,Leek,92
Star Anise,Wasabi,92
Star Anise,Redskin Onion,92
Star Anise,Swamp Cabbage,92
Star Anise,Mulberry,92
Star Anise,Millet,92
Star Anise,Sorghum,92
Star Anise,Ginseng,92
Star Anise,Longan,92
Star Anise,Rambutan,92
Star Anise,Red Rice,92
Star Anise,Hard Wheat,92
Star Anise,Pineappple Sage,92
Star Anise,Pasta,92
Star Anise,Biscuit,92
Star Anise,Sourdough,92
Star Anise,Abalone,92
Star Anise,Acorn,92
Star Anise,Agar,92
Star Anise,Atlantic Herring,92
Star Anise,Bamboo Shoots,92
Star Anise,Rapini,92
Star Anise,Butternut Squash,92
Star Anise,Cardoon,92
Star Anise,Chia,92
Star Anise,Corn Salad,92
Star Anise,Catjang Pea,92
Star Anise,Squashberry,92
Star Anise,Groundcherry,92
Star Anise,Jerusalem Artichoke,92
Star Anise,Kale,92
Star Anise,Pili Nut,92
Star Anise,Prairie Turnip,92
Star Anise,Quinoa,92
Star Anise,Spelt,92
Star Anise,Spirulina,92
Star Anise,Taro,92
Star Anise,Wild Rice,92
Star Anise,Shiitake,92
Star Anise,Purple Laver,92
Star Anise,Enokitake,92
Star Anise,Oyster Mushroom,92
Star Anise,Cloud Ear Fungus,92
Star Anise,Maitake,92
Star Anise,Agave,92
Star Anise,Chanterelle,92
Star Anise,Red Algae,92
Star Anise,Kombu,92
Star Anise,Mixed Nuts,92
Star Anise,Greenthread Tea,92
Star Anise,Beer,41
Star Anise,Coffee,31
Star Anise,Wine,30
Star Anise,White Wine,27
Star Anise,Gruyere Cheese,27
Star Anise,Sherry,25
Star Anise,Cheddar Cheese,24
Star Anise,Swiss Cheese,24
Star Anise,Rum,22
Star Anise,Parmesan Cheese,22
Star Anise,Citrus Peel Oil,22
Star Anise,Butter,21
Star Anise,Cheese,21
Star Anise,Red Wine,20
Star Anise,Blue Cheese,20
Star Anise,Camembert Cheese,20
Star Anise,Comte Cheese,20
Star Anise,Provolone Cheese,20
Star Anise,Romano Cheese,20
Star Anise,Ricotta Cheese,20
Star Anise,Cottage Cheese,19
Star Anise,Cream Cheese,19
Star Anise,Domiati Cheese,19
Star Anise,Emmental Cheese,19
Star Anise,Feta Cheese,19
Star Anise,Goat Cheese,19
Star Anise,Limburger Cheese,19
Star Anise,Mozzarella Cheese,19
Star Anise,Munster Cheese,19
Star Anise,Roquefort Cheese,19
Star Anise,Russian Cheese,19
Star Anise,Sheep Cheese,19
Star Anise,Milk,19
Star Anise,Clary Sage,19
Star Anise,Champagne,18
Star Anise,Rose Wine,18
Star Anise,Vinegar,16
Star Anise,Mace,16
Star Anise,Eucalyptus,15
Star Anise,Chicken,14
Star Anise,Filbert,13
Star Anise,Myrtle,13
Star Anise,Honey,13
Star Anise,Curry Leaf,13
Star Anise,Egg,12
Star Anise,Malt,12
Star Anise,Pork,12
Star Anise,Mentha Oil,11
Star Anise,Clam,11
Star Anise,Lavendar,11
Star Anise,Beef,11
Star Anise,Whisky,10
Star Anise,Corn Oil,10
Star Anise,Shrimp,10
Star Anise,Cider,9
Star Anise,Mate,9
Star Anise,Citronella,9
Star Anise,Tangerine,9
Star Anise,Turkey Berry,9
Star Anise,Crab,8
Star Anise,Scallop,8
Star Anise,Currant,8
Star Anise,White Currant,8
Star Anise,Liqourice,8
Star Anise,Meat,8
Star Anise,Caraway,8
Star Anise,White Pepper,8
Star Anise,Gin,7
Star Anise,Crayfish,7
Star Anise,Rose,7
Star Anise,Cherry Pepper,7
Star Anise,Drumstick Leaf,7
Star Anise,Hot Chocolate,7
Star Anise,Brandy,6
Star Anise,Black Tea,6
Star Anise,Popcorn,6
Star Anise,Yogurt,6
Star Anise,Lime Peel Oil,6
Star Anise,Orange Oil,6
Star Anise,Squid,6
Star Anise,Bitter Orange,6
Star Anise,Soya sauce,6
Star Anise,Sake,5
Star Anise,Sweetcorn,5
Star Anise,Lemon Peel Oil,5
Star Anise,Mandarin Orange Peel Oil,5
Star Anise,Oyster,5
Star Anise,Jasmine,5
Star Anise,Raisin,5
Star Anise,Truffle,5
Star Anise,Basmati Rice,5
Star Anise,Spirit,5
Star Anise,Tofu,5
Star Anise,Soy Milk,5
Star Anise,Green Tea,4
Star Anise,Chocolate,4
Star Anise,Miso,4
Star Anise,Soy Yogurt,4
Star Anise,Plumcot,3
Star Anise,Turkey,3
Star Anise,Nuts,3
Star Anise,Anise Hyssop,3
Star Anise,Red Sage,2
Star Anise,Lobster,2
Star Anise,Codfish,2
Star Anise,Bergamot,2
Star Anise,Peanut Oil,2
Star Anise,Apple Cider Vinegar,2
Star Anise,Arabica Coffee,2
Star Anise,Bison,2
Star Anise,Wild Boar,2
Star Anise,Mallard Duck,2
Star Anise,Greylag Goose,2
Star Anise,European Rabbit,2
Star Anise,Sardine,2
Star Anise,Deer,2
Star Anise,Rabbit,2
Star Anise,Quail,2
Star Anise,Cream,2
Star Anise,Sugar,2
Star Anise,Tortilla Chip,2
Star Anise,Bulgur,2
Star Anise,Semolina,2
Star Anise,Ketchup,2
Star Anise,Cooking Oil,2
Star Anise,Focaccia,2
Star Anise,Corn Grits,2
Star Anise,Buttermilk,1
Star Anise,Grapefruit Peel Oil,1
Star Anise,Wild Cherry,1
Star Anise,Satsuma Orange,1
Star Anise,Peanut Butter,1
Star Anise,Atlantic Mackerel,1
Star Anise,Striped Bass,1
Star Anise,Buffalo,1
Star Anise,Mule Deer,1
Star Anise,Greenland Halibut,1
Star Anise,Haddock,1
Star Anise,Pacific Rockfish,1
Star Anise,Rainbow Trout,1
Star Anise,Snapper,1
Star Anise,Tuna,1
Star Anise,Pollock,1
Star Anise,Anchovy,1
Star Anise,Catfish,1
Star Anise,Vodka,1
Star Anise,Vermouth,1
Star Anise,Salt,1
Star Anise,Casein,1
Star Anise,Marshmallow,1
Star Anise,Gelatin,1
Star Anise,Water,1
Star Anise,Syrup,1
Star Anise,Cocoa Butter,1
Star Anise,Kefir,1
Star Anise,Heart Of Palm,1
Star Anise,Hibiscus Tea,1
Star Anise,Evaporated Milk,1
Star Anise,Flour,1
Star Anise,Cornbread,1
Star Anise,Condensed Milk,1
Strawberry,Grape,166
Strawberry,Tea,163
Strawberry,Pineapple,159
Strawberry,Mango,155
Strawberry,Guava,152
Strawberry,Passionfruit,152
Strawberry,Apricot,151
Strawberry,Banana,149
Strawberry,Tomato,149
Strawberry,Peach,146
Strawberry,Plum,146
Strawberry,Papaya,144
Strawberry,Cocoa,143
Strawberry,Orange,140
Strawberry,Cranberry,139
Strawberry,Melon,137
Strawberry,Starfruit,136
Strawberry,Raspberry,136
Strawberry,Soybean,135
Strawberry,Mushroom,134
Strawberry,Black Currant,132
Strawberry,Potato,131
Strawberry,Rice,128
Strawberry,Vanilla,127
Strawberry,Olive,126
Strawberry,Peanut,125
Strawberry,Peas,125
Strawberry,Capsicum,125
Strawberry,Fig,123
Strawberry,Kiwifruit,123
Strawberry,Pear,123
Strawberry,Ginger,120
Strawberry,Blueberry,119
Strawberry,Coconut,118
Strawberry,Lettuce,118
Strawberry,Corn,117
Strawberry,Chamomile,116
Strawberry,Cabbage,116
Strawberry,Carrot,116
Strawberry,Red Currant,115
Strawberry,Blackberry,115
Strawberry,Pecans,115
Strawberry,Celery,114
Strawberry,Peppermint,114
Strawberry,Grapefruit,113
Strawberry,Spearmint,113
Strawberry,Bread,112
Strawberry,Oats,112
Strawberry,Avocado,111
Strawberry,Coriander,111
Strawberry,Dill,111
Strawberry,Pepper,111
Strawberry,Tamarind,110
Strawberry,Lemon,110
Strawberry,Rosemary,110
Strawberry,Walnut,110
Strawberry,Beer,109
Strawberry,Thyme,109
Strawberry,Clove,108
Strawberry,Broccoli,108
Strawberry,Cucumber,108
Strawberry,Asparagus,108
Strawberry,Pomegranate,108
Strawberry,Rhubarb,107
Strawberry,Almond,107
Strawberry,Cinnamon,107
Strawberry,Endive,107
Strawberry,Red Raspberry,107
Strawberry,Lovage,106
Strawberry,Cherry,106
Strawberry,Lime,106
Strawberry,Mandarin Orange,106
Strawberry,Cardamom,106
Strawberry,Oregano,106
Strawberry,Onion,106
Strawberry,Cauliflower,106
Strawberry,Safflower,106
Strawberry,Brazil Nut,105
Strawberry,Pine,105
Strawberry,Nutmeg,105
Strawberry,Parsnip,104
Strawberry,Spinach,104
Strawberry,Wheat,104
Strawberry,Fennel,103
Strawberry,Hazelnut,103
Strawberry,Leek,103
Strawberry,Brussels Sprout,103
Strawberry,Mustard,103
Strawberry,Beetroot,103
Strawberry,Eggplant,103
Strawberry,Cashew nut,103
Strawberry,Pistachio,103
Strawberry,Green zucchini,103
Strawberry,Durian,102
Strawberry,Litchi,102
Strawberry,Kumquat,102
Strawberry,Mint,102
Strawberry,Macadamia Nut,102
Strawberry,Okra,102
Strawberry,Lentils,102
Strawberry,Ginkgo Nuts,102
Strawberry,Cucurbita,102
Strawberry,Barley,101
Strawberry,Basil,101
Strawberry,Garlic,101
Strawberry,Lemon Balm,101
Strawberry,Sage,101
Strawberry,Cumin,101
Strawberry,Radish,101
Strawberry,Canola Oil,101
Strawberry,Chickpea,101
Strawberry,Yellow Zucchini,101
Strawberry,Lemon Grass,100
Strawberry,Tarragon,100
Strawberry,Turmeric,100
Strawberry,Chive,100
Strawberry,Carom Seed,100
Strawberry,Lotus,100
Strawberry,Jackfruit,99
Strawberry,Cornmint,99
Strawberry,Sesame,99
Strawberry,Chicory,99
Strawberry,Watercress,99
Strawberry,Anise,99
Strawberry,Turnip,99
Strawberry,Chestnut,99
Strawberry,Star Anise,98
Strawberry,Horseradish,98
Strawberry,Allspice,98
Strawberry,Pummelo,98
Strawberry,French Plantain,98
Strawberry,Kelp,97
Strawberry,Dates,97
Strawberry,Saffron,97
Strawberry,Shallot,97
Strawberry,Sweet Potato,97
Strawberry,Chard,97
Strawberry,White Wine,96
Strawberry,Artichoke,96
Strawberry,Pumpkin,96
Strawberry,Rye,96
Strawberry,Redskin Onion,96
Strawberry,Pak Choy,96
Strawberry,Capers,95
Strawberry,Millet,95
Strawberry,Black Raspberry,95
Strawberry,Sorrel,95
Strawberry,Winter Savory,95
Strawberry,Pasta,95
Strawberry,Biscuit,95
Strawberry,Bamboo Shoots,95
Strawberry,Groundcherry,95
Strawberry,Jerusalem Artichoke,95
Strawberry,Kale,95
Strawberry,Shiitake,95
Strawberry,Chanterelle,95
Strawberry,Sorghum,94
Strawberry,Welsh Onion,94
Strawberry,Hard Wheat,94
Strawberry,Rapini,94
Strawberry,Chia,94
Strawberry,Quinoa,94
Strawberry,Spelt,94
Strawberry,Enokitake,94
Strawberry,Oyster Mushroom,94
Strawberry,Maitake,94
Strawberry,Red Algae,94
Strawberry,Kombu,94
Strawberry,Mixed Nuts,94
Strawberry,Wasabi,93
Strawberry,Swamp Cabbage,93
Strawberry,Mexican Oregano,93
Strawberry,Cherry Tomato,93
Strawberry,Longan,93
Strawberry,Rambutan,93
Strawberry,Abalone,93
Strawberry,Acorn,93
Strawberry,Agar,93
Strawberry,Atlantic Herring,93
Strawberry,Butternut Squash,93
Strawberry,Cardoon,93
Strawberry,Corn Salad,93
Strawberry,Catjang Pea,93
Strawberry,Squashberry,93
Strawberry,Pili Nut,93
Strawberry,Prairie Turnip,93
Strawberry,Spirulina,93
Strawberry,Taro,93
Strawberry,Wild Rice,93
Strawberry,Purple Laver,93
Strawberry,Cloud Ear Fungus,93
Strawberry,Agave,93
Strawberry,Mulberry,92
Strawberry,Ginseng,92
Strawberry,Red Rice,92
Strawberry,Pineappple Sage,92
Strawberry,Sourdough,92
Strawberry,Greenthread Tea,92
Strawberry,Wine,89
Strawberry,Rum,82
Strawberry,Sherry,80
Strawberry,Red Wine,77
Strawberry,Coffee,77
Strawberry,Blue Cheese,75
Strawberry,Gruyere Cheese,75
Strawberry,Cheddar Cheese,73
Strawberry,Parmesan Cheese,72
Strawberry,Swiss Cheese,71
Strawberry,Rose Wine,68
Strawberry,Champagne,66
Strawberry,Camembert Cheese,63
Strawberry,Cheese,61
Strawberry,Comte Cheese,61
Strawberry,Butter,60
Strawberry,Russian Cheese,60
Strawberry,Feta Cheese,59
Strawberry,Mozzarella Cheese,59
Strawberry,Domiati Cheese,58
Strawberry,Limburger Cheese,58
Strawberry,Provolone Cheese,58
Strawberry,Romano Cheese,58
Strawberry,Roquefort Cheese,58
Strawberry,Cottage Cheese,57
Strawberry,Cream Cheese,57
Strawberry,Emmental Cheese,57
Strawberry,Goat Cheese,57
Strawberry,Munster Cheese,57
Strawberry,Sheep Cheese,57
Strawberry,Milk,49
Strawberry,Whisky,45
Strawberry,Cider,45
Strawberry,Honey,42
Strawberry,Chicken,37
Strawberry,Vinegar,36
Strawberry,Pork,35
Strawberry,Malt,34
Strawberry,Shrimp,29
Strawberry,Beef,29
Strawberry,Corn Oil,27
Strawberry,Filbert,26
Strawberry,Egg,23
Strawberry,Brandy,23
Strawberry,Citrus Peel Oil,23
Strawberry,Drumstick Leaf,23
Strawberry,Clam,21
Strawberry,Scallop,21
Strawberry,Sake,20
Strawberry,Yogurt,20
Strawberry,Clary Sage,19
Strawberry,Meat,19
Strawberry,Lavendar,18
Strawberry,Mate,17
Strawberry,Crab,17
Strawberry,Liqourice,16
Strawberry,Black Tea,15
Strawberry,Citronella,15
Strawberry,Ricotta Cheese,15
Strawberry,Hot Chocolate,15
Strawberry,Crayfish,14
Strawberry,Eucalyptus,13
Strawberry,Raisin,13
Strawberry,Peanut Oil,13
Strawberry,Chocolate,13
Strawberry,Gin,12
Strawberry,Oyster,12
Strawberry,Currant,12
Strawberry,White Currant,12
Strawberry,Basmati Rice,12
Strawberry,Popcorn,11
Strawberry,Sweetcorn,11
Strawberry,Orange Oil,11
Strawberry,Bitter Orange,11
Strawberry,Plumcot,11
Strawberry,Tangerine,11
Strawberry,Soya sauce,11
Strawberry,Myrtle,11
Strawberry,Squid,10
Strawberry,Truffle,10
Strawberry,Mentha Oil,9
Strawberry,Lamb,9
Strawberry,White Pepper,9
Strawberry,Spirit,9
Strawberry,Green Tea,8
Strawberry,Apple Cider Vinegar,8
Strawberry,Turkey Berry,8
Strawberry,Tofu,8
Strawberry,Soy Milk,8
Strawberry,Roibos Tea,7
Strawberry,Buttermilk,7
Strawberry,Mandarin Orange Peel Oil,7
Strawberry,Jasmine,7
Strawberry,Wild Cherry,7
Strawberry,Turkey,7
Strawberry,Mace,7
Strawberry,Miso,7
Strawberry,Lemon Peel Oil,6
Strawberry,Codfish,6
Strawberry,Rose,6
Strawberry,Lobster,5
Strawberry,Bergamot,5
Strawberry,Greylag Goose,5
Strawberry,Rabbit,5
Strawberry,Cream,5
Strawberry,Sugar,5
Strawberry,Semolina,5
Strawberry,Ketchup,5
Strawberry,Soy Yogurt,5
Strawberry,Nuts,4
Strawberry,Peanut Butter,4
Strawberry,Caraway,4
Strawberry,Cherry Pepper,4
Strawberry,Bison,4
Strawberry,Greenland Halibut,4
Strawberry,Haddock,4
Strawberry,Rainbow Trout,4
Strawberry,Deer,4
Strawberry,Catfish,4
Strawberry,Vodka,4
Strawberry,Salt,4
Strawberry,Water,4
Strawberry,Syrup,4
Strawberry,Cocoa Butter,4
Strawberry,Tortilla Chip,4
Strawberry,Cooking Oil,4
Strawberry,Focaccia,4
Strawberry,Corn Grits,4
Strawberry,Grapefruit Peel Oil,3
Strawberry,Lime Peel Oil,3
Strawberry,Wild Boar,3
Strawberry,Buffalo,3
Strawberry,Mallard Duck,3
Strawberry,Pacific Rockfish,3
Strawberry,European Rabbit,3
Strawberry,Sardine,3
Strawberry,Tuna,3
Strawberry,Pollock,3
Strawberry,Quail,3
Strawberry,Anchovy,3
Strawberry,Vermouth,3
Strawberry,Casein,3
Strawberry,Marshmallow,3
Strawberry,Gelatin,3
Strawberry,Kefir,3
Strawberry,Bulgur,3
Strawberry,Flour,3
Strawberry,Red Sage,2
Strawberry,Valerian,2
